Date of Sale (dd/mm/yyyy),Address,Postal Code,County,Price (�),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description
15/01/2020,"10 KILMINION CLOSE, BALLINROAD, DUNGARVAN",,Waterford,"�205,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/01/2020,"10 MAPLE VIEW, PARCNAGOWAN, KILKENNY",,Kilkenny,"�270,500.00",No,No,Second-Hand Dwelling house /Apartment,
15/01/2020,"100 MONALEA GROVE, OFF BALLYCULLEN RD, FIRHOUSE",Dublin 24,Dublin,"�370,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/01/2020,"105 River Crescent, Virginia",,Cavan,"�201,762.11",No,Yes,New Dwelling house /Apartment,
15/01/2020,"11 Riverwood Square, Castleknock",Dublin 15,Dublin,"�383,259.00",No,Yes,New Dwelling house /Apartment,
15/01/2020,"11 THE COPPPERMINES, ALLIHIES, BEARA",,Cork,"�162,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/01/2020,"12 CURRAGH GLEN, UPPER AGHADA, MIDLETON",,Cork,"�330,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/01/2020,"12 RINN DUINN, GORT, GALWAY",,Galway,"�255,506.00",No,Yes,New Dwelling house /Apartment,
15/01/2020,"1204 ABBEYLANDS, CASTLEDERMOT, KILDARE",,Kildare,"�141,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/01/2020,"13 AN TARDAN, KILLENAGH, GOREY",,Wexford,"�267,500.00",No,No,Second-Hand Dwelling house /Apartment,
15/01/2020,"13 GLASHEEN, KILDAVIN, CARLOW",,Carlow,"�170,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/01/2020,"137 LOWER GEORGE'S STREET, DUN LAOGHAIRE, DUBLIN",,Dublin,"�280,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
15/01/2020,"139 GRANGE RD, RATHFARNHAM, DUBLIN 14",Dublin 14,Dublin,"�530,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/01/2020,"14 CLARENDON COURT, PENROSE LANE, WATERFORD CITY",,Waterford,"�40,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/01/2020,"14 COLLEGE GREEN, MAYNOOTH, KILDARE",,Kildare,"�279,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/01/2020,"14 Rahillion Way, Donabate",,Dublin,"�365,638.76",No,Yes,New Dwelling house /Apartment,
15/01/2020,"14 ST MARYS VILLAS, BUNCLODY, CO WEXFORD",,Wexford,"�80,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/01/2020,"1475 KILMEAD, ATHY, KILDARE",,Kildare,"�136,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/01/2020,"15 AVONDALE, SLIGO",,Sligo,"�120,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/01/2020,"15 COPELAND AVE, CLONTARF, DUBLIN 3",Dublin 3,Dublin,"�645,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/01/2020,"15 LIFFEY COURT, LIFFEY VALLEY PARK, LUCAN",,Dublin,"�350,000.00",No,No,New Dwelling house /Apartment,
15/01/2020,"16 HILLSIDE, SEFFIN, BIRR",,Offaly,"�145,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
15/01/2020,"16 KEMPTON COURT, DRUMALEE, CAVAN TOWN",,Cavan,"�98,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/01/2020,"17 HILLVIEW, LUDDEN, BUNCRANA",,Donegal,"�220,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/01/2020,"17 The View, Citywest Village, Citywest",,Dublin,"�308,370.04",No,Yes,New Dwelling house /Apartment,
15/01/2020,"170 Morristown Wood, The Paddocks, Station Road",,Kildare,"�224,669.60",No,Yes,New Dwelling house /Apartment,
15/01/2020,"18  Meadowbank Lane, Millers Glen, Swords",,Dublin,"�317,180.61",No,Yes,New Dwelling house /Apartment,
15/01/2020,"18 CARRIG HOUSE, CARRICKBRENNAN RD, MONKSTOWN",,Dublin,"�340,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/01/2020,"18 GLEBE WOOD, BALLIVOR, MEATH",,Meath,"�275,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/01/2020,"18 MURMONT CRESCENT, MONTENOTTE, CORK",,Cork,"�240,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/01/2020,"18 Sycamore Hall, Clay Farm, Leopardstown",Dublin 18,Dublin,"�356,828.19",No,Yes,New Dwelling house /Apartment,
15/01/2020,"18 Westminster Wood, Foxrock",Dublin 18,Dublin,"�768,790.22",No,Yes,New Dwelling house /Apartment,
15/01/2020,"198A PEARSE RD, SALLYNOGGIN, DUNLAOGHAIRE",,Dublin,"�505,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/01/2020,"2  cuil chluthair, Glanmire, Cork",,Cork,"�245,000.00",No,Yes,New Dwelling house /Apartment,
15/01/2020,"2 GERALDINE TERRACE, KICKHAM ST, THURLES",,Tipperary,"�142,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/01/2020,"2 Old Head View, Kinsale Manor, Rathbeg",,Cork,"�361,233.48",No,Yes,New Dwelling house /Apartment,
15/01/2020,"2 STRANGFORD GARDENS, EAST WALL, DUBLIN 3",Dublin 3,Dublin,"�210,243.00",Yes,No,Second-Hand Dwelling house /Apartment,
15/01/2020,"20 THE ORCHARD, CROSSHAVEN, CORK",,Cork,"�250,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/01/2020,"21 MELEDON GREEN, FARMLEIGH DUNMORE RD, WATERFORD",,Waterford,"�161,500.00",No,No,Second-Hand Dwelling house /Apartment,
15/01/2020,"212 BRUACH NA LAOI, UNION QUAY, CORK",,Cork,"�231,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/01/2020,"22 WOODVIEW, CASTLEBRIDGE, WEXFORD",,Wexford,"�185,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/01/2020,"231 COILLE BHEITHE, ST CONLANS RD, NENAGH",,Tipperary,"�170,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/01/2020,"26 DERRYMORE, BALLYMORRIS ROAD, PORTARLINGTON",,Laois,"�105,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/01/2020,"26 Furness Wood, johnstown, kildare",,Kildare,"�430,000.00",No,Yes,New Dwelling house /Apartment,
15/01/2020,"26 OAK PARK, WATERY RD, ENNIS",,Clare,"�162,500.00",No,No,Second-Hand Dwelling house /Apartment,
15/01/2020,"27 BRENTWOOD CRESCENT, EARLSCOURT, WATERFORD",,Waterford,"�195,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/01/2020,"27 The Willows, Janeville, Cork Road",,Cork,"�295,153.00",No,Yes,New Dwelling house /Apartment,
15/01/2020,"28 BALLYKEEFFE EST, BALLYKEEFFE, LIMERICK",,Limerick,"�236,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/01/2020,"28 CONGRESS GARDENS, GLASTHULE, DUBLIN",,Dublin,"�555,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/01/2020,"28 GROODY STUDENT PARK, CASTLETROY, LIMERICK",,Limerick,"�250,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/01/2020,"29 CAMDEN QUAY, CARROLLS QUAY, CORK",,Cork,"�90,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/01/2020,"29 MILLVIEW COURT, MALAHIDE, DUBLIN",,Dublin,"�625,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/01/2020,"2a Woodside Drive, Rathfarnham, Dublin 14",Dublin 14,Dublin,"�1,451,850.00",No,Yes,New Dwelling house /Apartment,
15/01/2020,"3 SHANAGH COURT, COOLCOTTS, CO WEXFORD",,Wexford,"�191,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/01/2020,"3 SPRINGFIELD COURT, WICKLOW, CO WICKLOW",,Wicklow,"�222,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/01/2020,"3 SYBIL HILL AVENUE, ST ANNE'S, RAHENY",Dublin 5,Dublin,"�547,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/01/2020,"3 THE BERKELEY, THE COURTYARD, NEWTOWNFORBES",,Longford,"�67,500.00",No,No,Second-Hand Dwelling house /Apartment,
15/01/2020,"31 Radharc Na Coille, Drumkeen, Co. Donegal",,Donegal,"�139,207.05",No,Yes,New Dwelling house /Apartment,
15/01/2020,"3116 HILL VIEW, SALLINS, NAAS",,Kildare,"�215,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
15/01/2020,"32 CULMORE RD, PALMERSTOWN, DUBLIN 20",Dublin 20,Dublin,"�365,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/01/2020,"32 DUNEHAVEN, ARDAMINE, WEXFORD",,Wexford,"�220,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/01/2020,"33 BALLYCASEY PARK, SHANNON, CO CLARE",,Clare,"�110,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/01/2020,"33 HILLVIEW HEIGHTS, CLANE, CO KILDARE",,Kildare,"�290,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/01/2020,"34 BARNWALL COURT, BALBRIGGAN, DUBLIN",,Dublin,"�200,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/01/2020,"37 NASH ST, INCHICORE, DUBLIN 8",Dublin 8,Dublin,"�255,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/01/2020,"37 Rookery Woods, Ballycasheen, Killarney",,Kerry,"�392,070.48",No,Yes,New Dwelling house /Apartment,
15/01/2020,"39 LISSADYRA, BALLYGADDY RD, TUAM",,Galway,"�190,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/01/2020,"4 Oak Park Place, Craddockstown, Naas",,Kildare,"�286,343.60",No,Yes,New Dwelling house /Apartment,
15/01/2020,"40 ANNALY RD, CABRA, DUBLIN 7",Dublin 7,Dublin,"�395,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/01/2020,"40 GLEANN TAURIGH, CORK HILL, YOUGHAL",,Cork,"�132,175.00",No,No,Second-Hand Dwelling house /Apartment,
15/01/2020,"41 CLONGUISH COURT, NEWTOWNFORBES, LONGFORD",,Longford,"�78,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/01/2020,"41 WOODFIELD HALL, STATION ROAD, BLARNEY",,Cork,"�211,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/01/2020,"44 Lisgar Gardens, Bailieborough",,Cavan,"�154,185.02",No,Yes,New Dwelling house /Apartment,
15/01/2020,"45 COIS NA FARRAIGE, WHITEGATE, CORK",,Cork,"�200,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/01/2020,"46 HAZELWOOD AVE, HARTSTOWN, CLONSILLA DUBLIN 15",Dublin 15,Dublin,"�264,500.00",No,No,Second-Hand Dwelling house /Apartment,
15/01/2020,"50 DOCK MILL, BARROW ST, DUBLIN 4",Dublin 4,Dublin,"�338,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/01/2020,"51 CRANNOGE CLOSE, POPPINTREE, DUBLIN 11",Dublin 11,Dublin,"�250,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/01/2020,"52 HANSTED CRESCENT, LUCAN, DUBLIN",,Dublin,"�262,500.00",No,No,Second-Hand Dwelling house /Apartment,
15/01/2020,"52 The Avenue, Green Lane Manor, Rathcoole",,Dublin,"�427,312.00",No,Yes,New Dwelling house /Apartment,
15/01/2020,"55 Units at Block 1A  1B  1C  1D, Waterside, Swords Road",,Dublin,"�16,535,361.10",No,Yes,New Dwelling house /Apartment,
15/01/2020,"56 FISHERMANS WHARF, YORK RD, DUBLIN 4",Dublin 4,Dublin,"�365,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/01/2020,"57 Mill Gate, Millerstown, Kilcock",,Meath,"�295,153.00",No,Yes,New Dwelling house /Apartment,
15/01/2020,"6 BALLYVAREEN, KILDIMO, LIMERICK",,Limerick,"�40,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
15/01/2020,"6 CAMLIN MEWS, LONGFORD, LONGFORD",,Longford,"�60,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/01/2020,"6 lyreen avenue, mariavilla, maynooth",,Kildare,"�339,207.05",No,Yes,New Dwelling house /Apartment,
15/01/2020,"6 NUTLEY PARK, DONNYBROOK, DUBLIN 4",Dublin 4,Dublin,"�1,800,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/01/2020,"6 WOODLANDS, BALLYMURN, WEXFORD",,Wexford,"�220,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/01/2020,"63 AVONDALE LAWN, BLACKROCK, CO DUBLIN",,Dublin,"�780,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/01/2020,"7 COLLBERT FORT, BELGARD DUBLIN 24, DUBLIN",Dublin 24,Dublin,"�245,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/01/2020,"7 GARRYBAWN, TOM BELLEW AVE, DUNDALK",,Louth,"�175,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/01/2020,"7 Grace Park Grove, Grace Park Wood, Grace Park Road",Dublin 9,Dublin,"�480,176.21",No,Yes,New Dwelling house /Apartment,
15/01/2020,"7 HACKETTS TERRACE, ST LUKES, CORK",,Cork,"�194,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/01/2020,"7 LAGMORE COTTAGES, PORTNABLAGH, DONEGAL",,Donegal,"�90,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/01/2020,"70 LONGMEADOWS APTS, CONYNGHAM RD, DUBLIN 8",Dublin 8,Dublin,"�255,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/01/2020,"72 MILLBROOK, JOHNSTOWN, NAVAN",,Meath,"�150,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/01/2020,"73 Drakes Point, Crosshaven, Co. Cork",,Cork,"�255,505.00",No,Yes,New Dwelling house /Apartment,
15/01/2020,"8 BROOKVILLE, ASHBOURNE, MEATH",,Meath,"�320,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/01/2020,"8 SHANLISS PARK, SANTRY, DUBLIN 9",Dublin 9,Dublin,"�432,500.00",No,No,Second-Hand Dwelling house /Apartment,
15/01/2020,"81 UPPER CAREYS RD, LIMERICK, LIMERICK",,Limerick,"�144,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/01/2020,"83 GLEANN RIADA, STROKESTOWN ROAD, LONGFORD",,Longford,"�95,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/01/2020,"83 SHREWSBURY, MERRION RD, BALLSBRIDGE DUBLIN 4",Dublin 4,Dublin,"�500,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/01/2020,"86 EVERGREEN ST, CAPWELL, CORK",,Cork,"�250,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/01/2020,"88 THE WAXWORKS, RATHBORNE VILLAGE, ASHTOWN DUBLIN 15",Dublin 15,Dublin,"�139,324.88",No,No,Second-Hand Dwelling house /Apartment,
15/01/2020,"9 SEASCAPE COTTAGES, SCHULL, COUNTY CORK",,Cork,"�232,500.00",No,No,Second-Hand Dwelling house /Apartment,
15/01/2020,"91 LESLIES ARCH, OLD QUARTER, BALLINCOLLIG",,Cork,"�330,500.00",No,No,Second-Hand Dwelling house /Apartment,
15/01/2020,"AARON HOUSE GUEST HOUSE, 25 COLLEGE ROAD, CO. GALWAY",,Galway,"�500,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/01/2020,"ABBERT, ABBEYKNOCKMOY, TUAM",,Galway,"�225,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/01/2020,"Apartment 10, Andlesea, Crofton Road",,Dublin,"�1,035,242.00",No,Yes,New Dwelling house /Apartment,
15/01/2020,"APT 10 ERNE VIEW, CASTLEHILL, BELTURBET",,Cavan,"�43,500.00",No,No,Second-Hand Dwelling house /Apartment,
15/01/2020,"APT 2, SHREWSBURY SQ, SANDYMOUNT AVE",Dublin 4,Dublin,"�825,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/01/2020,"APT 7, 1 BEAUPARK AVE, CLONGRIFFIN DUBLIN 13",Dublin 13,Dublin,"�244,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/01/2020,"APT. 2 - GREENHILLS COURT, GREENHILLS RD, TALLAGHT",Dublin 24,Dublin,"�150,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/01/2020,"ARIGDEAN, RUSHBROOKE, COBH",,Cork,"�410,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/01/2020,"ARLEY LODGE, BROWNSTOWN RD, THE CURRAGH",,Kildare,"�185,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
15/01/2020,"BALFADDOCK, SLANE, MEATH",,Meath,"�488,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/01/2020,"BALLICKMOYLER, CLARA, CO. OFFALLY",,Offaly,"�282,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/01/2020,"BALLINULTHA, BOYLE, CO ROSCOMMON",,Roscommon,"�95,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/01/2020,"BALLYGALVERT, BALLYWILLIAM, ENNISCORTHY",,Wexford,"�155,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/01/2020,"BALLYSHONIN, BERRINGS, CORK",,Cork,"�180,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/01/2020,"BENGARRA, ATHENRY, CO GALWAY",,Galway,"�207,500.00",No,No,Second-Hand Dwelling house /Apartment,
15/01/2020,"CRIEVE RD, CARRIGANS, LIFFORD",,Donegal,"�49,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/01/2020,"DERRY, RATHCABBIN, ROSCREA",,Tipperary,"�250,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/01/2020,"DONOURE, CASTLEFREKE, CORK",,Cork,"�904,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/01/2020,"FAR AWAY DAWN, KILTRA, WELLINGTONBRIDGE",,Wexford,"�270,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/01/2020,"GLENIDAN COLLINSTOWN, COLLINSTOWN, WESTMEATH",,Westmeath,"�285,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/01/2020,"GRANTS CROSS, BALLINGARRY, THURLES",,Tipperary,"�172,500.00",No,No,Second-Hand Dwelling house /Apartment,
15/01/2020,"GREENFIELDS COTTAGE, CORTOONMORE, BALLAGHADERREEN",,Roscommon,"�15,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/01/2020,"GRIANAN, 4 CUNNINGHAM RD, DALKEY",,Dublin,"�920,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/01/2020,"GUILEEN, WHITEGATE, CORK",,Cork,"�300,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/01/2020,"HARPERSTOWN, TAGHMON, WEXFORD",,Wexford,"�235,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/01/2020,"KILBRIDE, BALLINACURRA, LIMERICK",,Limerick,"�320,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/01/2020,"LEHINCH, HOLLYMOUNT, CO MAYO",,Mayo,"�110,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/01/2020,"LISGREEN, CROOM, LIMERICK",,Limerick,"�292,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/01/2020,"MAIN ST, KILCORMAC, OFFALY",,Offaly,"�80,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/01/2020,"NO 12 RUSHBROOK, CLAREMORRIS, MAYO",,Mayo,"�215,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/01/2020,"No 4 Riverwood Square, Cstleknock, Dublin 15",,Dublin,"�396,475.77",No,Yes,New Dwelling house /Apartment,
15/01/2020,"POLLNABRONE, MENLOUGH, BALLINASOLE",,Galway,"�150,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/01/2020,"ROBERTS CROSS RING, DUNGARVAN, WATERFORD",,Waterford,"�222,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/01/2020,"ROCKHILL, BALLINTRA, DONEGAL",,Donegal,"�240,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/01/2020,"SHANNARA LOWER, KILLORGLIN, KERRY",,Kerry,"�230,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/01/2020,"SHELMALIER COMMONS, BARNTOWN, WEXFORD",,Wexford,"�325,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/01/2020,"THE RISE, HODSON BAY, ATHLONE",,Roscommon,"�360,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/01/2020,"WOODBURN COTTAGE, BALLINCLEA ROAD, KILLINEY",,Dublin,"�340,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/01/2020,"1 Abbey Farm Demesne, Celbridge, Co Kildare",,Kildare,"�493,392.00",No,Yes,New Dwelling house /Apartment,
16/01/2020,"1 ARD NA CORANN, MIDLETON, CO. CORK",,Cork,"�117,750.00",No,No,Second-Hand Dwelling house /Apartment,
16/01/2020,"1 LOWER PEARSE ROAD, SLIGO",,Sligo,"�50,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/01/2020,"1 THE MOORINGS, COBH, CORK",,Cork,"�82,161.11",No,No,Second-Hand Dwelling house /Apartment,
16/01/2020,"10 CHAPEL COURT, SIXMILEBRIDGE, CLARE",,Clare,"�116,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/01/2020,"10 KILDRUM MEADOWS, KILLEA, DONEGAL",,Donegal,"�110,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/01/2020,"10 ROSEVALE, CASTLEBLAYNEY, CO. MONAGHAN",,Monaghan,"�115,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/01/2020,"10 RUSHBROOK DR, TEMPLEOGUE, DUBLIN 6W",,Dublin,"�455,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/01/2020,"1005 COW PASTURE, MONASTEREVAN, KILDARE",,Kildare,"�136,500.00",No,No,Second-Hand Dwelling house /Apartment,
16/01/2020,"105 BELGROVE PARK, MOUNT PROSPECT LAWNS, CLONTARF DUBLIN 3",Dublin 3,Dublin,"�375,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/01/2020,"11 CORABBEY COURT, MIDLETON, CORK",,Cork,"�135,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/01/2020,"11 GLEANN TAIN CLOSE, CARNMUGGAGH, LETTERKENNY",,Donegal,"�61,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/01/2020,"11 Hillview, Ballinlough",,Roscommon,"�89,000.00",No,Yes,New Dwelling house /Apartment,
16/01/2020,"11 The Drive, Janeville, Cork Road",,Cork,"�427,312.00",No,Yes,New Dwelling house /Apartment,
16/01/2020,"118 BURNELL SQ, NORTHERN CROSS, MALAHIDE RD DUBLIN 17",Dublin 17,Dublin,"�253,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/01/2020,"118 CONEY MEADOWS, CONEYBORO, ATHY",,Kildare,"�133,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/01/2020,"12 BOTHAR BUI, ATHY, CO KILDARE",,Kildare,"�75,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
16/01/2020,"12 LOWER ST BRIGID'S ROAD, DRUMCONDRA, DUBLIN 9",Dublin 9,Dublin,"�420,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/01/2020,"129 VILLA PARK GARDENS, NAVAN RD, DUBLIN 7",Dublin 7,Dublin,"�450,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/01/2020,"13 CHERRY HILL MANOR, KELLS, MEATH",,Meath,"�280,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/01/2020,"14 ASHWOOD PARK, CLONDALKIN, DUBLIN 22",Dublin 22,Dublin,"�285,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/01/2020,"14 Cois na Criann, Ballymaloe Road, Cloyne",,Cork,"�273,084.00",No,Yes,New Dwelling house /Apartment,
16/01/2020,"14 CORABBEY COURT, MIDLETON, CORK",,Cork,"�135,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/01/2020,"15 SANDYMOUNT VIEW, SANDYMOUNT, BIRR",,Offaly,"�220,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/01/2020,"15 SLIABH BREAGH, ARDEE, LOUTH",,Louth,"�200,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/01/2020,"16 ABBEYVIEW, MONKSTOWN",,Dublin,"�335,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
16/01/2020,"16 ELTON PARK, SANDYCOVE, DUBLIN",,Dublin,"�1,432,500.00",No,No,Second-Hand Dwelling house /Apartment,
16/01/2020,"16 FAIRWAYS AVE, DUBLIN 11, DUBLIN",Dublin 11,Dublin,"�362,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/01/2020,"17 ABBEY CRESCENT, CAHIR, TIPPERARY",,Tipperary,"�206,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/01/2020,"17 BUTTERFIELD PARK, RATHFARNHAM, DUBLIN 14",Dublin 14,Dublin,"�743,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/01/2020,"17 Riverwood Square, Castleknock, Dublin 15",,Dublin,"�374,449.34",No,Yes,New Dwelling house /Apartment,
16/01/2020,"18 HILLSBROOK AVE, PERRYSTOWN, DUBLIN 12",Dublin 12,Dublin,"�464,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/01/2020,"18 RIVERWOOD SQUARE, CASTLEKNOCK",,Dublin,"�374,449.33",No,Yes,New Dwelling house /Apartment,
16/01/2020,"182 DUN NA COIRIBE, HEADFORD RD, GALWAY",,Galway,"�378,500.00",No,No,Second-Hand Dwelling house /Apartment,
16/01/2020,"187 SHANOWEN RD, SANTRY, DUBLIN 11",Dublin 9,Dublin,"�276,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/01/2020,"19 ARD NA CORANN, MIDLETON, CO CORK",,Cork,"�117,750.00",No,No,Second-Hand Dwelling house /Apartment,
16/01/2020,"19 WILLOWBANK COURT, MIDLETON, CORK",,Cork,"�200,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/01/2020,"1CARRIG DHOUN, WATERPARK, CARRAGILINE",,Cork,"�318,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/01/2020,"1E THE WILLOW, THE AVENUE, COUNTESS RD",,Kerry,"�225,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/01/2020,"2 ARD NA CORANN, BLOOMFIELD, MIDLETON",,Cork,"�117,750.00",No,No,Second-Hand Dwelling house /Apartment,
16/01/2020,"2 EARLSCROFT, SOUTHERN CROSS RD, BRAY",,Wicklow,"�495,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/01/2020,"2 ELTON COURT, PHILIPSBURGH AVE, FAIRVIEW DUBLIN 3",Dublin 3,Dublin,"�100,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/01/2020,"2 POLLERTON BIG, CARLOW",,Carlow,"�85,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/01/2020,"2 THE MOORINGS, COBH, CORK",,Cork,"�82,161.11",No,No,Second-Hand Dwelling house /Apartment,
16/01/2020,"21 ARD NA CORANN, MIDLETON, CORK",,Cork,"�117,750.00",No,No,Second-Hand Dwelling house /Apartment,
16/01/2020,"21 GLENTAUN CLOSE, BALLINASLOE, CO GALWAY",,Galway,"�65,300.00",Yes,No,Second-Hand Dwelling house /Apartment,
16/01/2020,"21 ORANCOURT, MAREE RD, ORANMORE",,Galway,"�288,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/01/2020,"21 THE HAVEN, THOMAS HAND ST, SKERRIES",,Dublin,"�242,500.00",No,No,Second-Hand Dwelling house /Apartment,
